,Customer ID,Gender,Age,Senior Citizen,Married,Dependents,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Churn
3826,0181-RITDD,Male,42,No,Yes,Yes,62,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.15,6825.65,No
3827,5989-PGKJB,Female,40,No,No,No,16,Yes,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,1340.1,No
3828,8272-ONJLV,Male,57,No,No,No,12,Yes,No,Yes,No,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,95.7,1184.0,No
3829,1488-PBLJN,Female,63,No,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.85,8477.7,No
3830,3778-FOAQW,Female,33,No,Yes,No,24,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.15,456.85,No
3831,4452-ROHMO,Female,64,No,No,No,15,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,331.6,No
3832,3090-LETTY,Male,54,No,No,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,60.95,134.6,No
3833,5349-AZPEW,Female,40,No,Yes,Yes,5,No,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.05,125.5,No
3834,9720-JJJOR,Male,20,No,Yes,No,41,Yes,No,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Bank Withdrawal,60.3,2511.3,No
3835,8100-HZZLJ,Female,26,No,No,Yes,43,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,63.95,2737.05,No
3836,7398-HPYZQ,Male,30,No,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.55,6404.0,No
3837,3546-GHEAE,Male,29,No,No,No,7,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.45,165.35,No
3838,2550-QHZGP,Male,48,No,No,No,7,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,128.6,No
3839,7519-JTWQH,Female,30,No,No,No,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.5,7455.45,No
3840,2538-OIMXF,Female,29,No,No,Yes,1,No,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.7,24.7,No
3841,8543-MSDMF,Male,36,No,No,No,3,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,77.4,206.15,No
3842,1170-SASML,Female,33,No,Yes,No,69,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.4,5869.4,No
3843,4872-JCVCA,Female,44,No,Yes,No,71,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,47.6,3377.8,No
3844,5346-BZCHP,Female,19,No,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,1346.2,No
3845,2038-LLMLM,Female,35,No,No,No,48,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,4946.05,No
3846,1216-BGTSP,Male,30,No,No,No,45,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.45,4964.7,No
3847,4138-NAXED,Male,54,No,No,No,51,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,81.0,4085.75,No
3848,0744-BIKKF,Male,39,No,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.65,6224.8,No
3849,7483-IQWIB,Male,33,No,Yes,Yes,37,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,92.95,3415.25,No
3850,5248-KWLAR,Male,31,No,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.35,6325.25,No
3851,7996-MHXLW,Female,51,No,No,No,66,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.15,1683.6,No
3852,7833-PKIHD,Male,59,No,Yes,No,51,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,76.4,3966.3,No
3853,7061-OVMIM,Female,57,No,Yes,No,30,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.55,608.5,No
3854,5153-RTHKF,Female,26,No,No,No,34,Yes,Yes,Yes,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,85.35,2896.6,No
3855,1852-QSWCD,Male,62,No,Yes,Yes,64,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,1514.85,No
3856,9079-LWTFD,Male,50,No,No,No,47,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Credit Card,100.75,4669.2,No
3857,3392-EHMNK,Female,53,No,Yes,Yes,67,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,94.1,6302.8,No
3858,5986-WWXDV,Male,42,No,No,No,39,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.35,779.2,No
3859,3061-BCKYI,Male,27,No,No,No,14,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,283.75,No
3860,7228-PAQPD,Female,19,No,No,No,14,Yes,No,Yes,No,No,No,Yes,No,Yes,One Year,No,Credit Card,59.1,772.85,No
3861,7746-QYVCO,Male,57,No,Yes,No,16,Yes,No,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,55.85,857.8,No
3862,5804-HYIEZ,Male,40,No,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.05,7554.05,No
3863,5934-TSSAU,Female,51,No,Yes,Yes,23,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,75.3,1702.9,No
3864,3486-KHMLI,Male,53,No,No,Yes,21,Yes,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.7,467.15,No
3865,6784-XYJAE,Female,38,No,No,No,36,Yes,Yes,Yes,No,No,Yes,No,No,No,One Year,No,Bank Withdrawal,55.8,1941.5,No
3866,3933-DQPWX,Female,48,No,No,No,50,No,No,Yes,No,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,39.7,1932.75,No
3867,6661-EIPZC,Female,38,No,Yes,Yes,48,No,No,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,29.5,1423.05,No
3868,8957-THMOA,Female,40,No,No,Yes,50,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,970.85,No
3869,2251-PYLPB,Male,34,No,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,79.55,5810.9,No
3870,5555-RNPGT,Male,61,No,No,Yes,10,Yes,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.8,223.9,No
3871,1057-FOGLZ,Female,44,No,No,No,18,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,391.7,No
3872,8087-LGYHQ,Male,40,No,No,No,9,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.05,811.65,No
3873,4137-BTIKL,Male,55,No,No,No,2,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,90.75,174.75,No
3874,2190-BCXEC,Female,61,No,Yes,No,40,Yes,Yes,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,78.85,3126.85,No
3875,6227-FBDXH,Male,50,No,Yes,No,69,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,99.5,6841.45,No
3876,2911-WDXMV,Male,29,No,No,Yes,18,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,80.55,1406.65,No
3877,4547-FZJWE,Male,24,No,Yes,No,55,Yes,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,59.45,3157.0,No
3878,7422-WNBTY,Male,35,No,Yes,No,33,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,3092.0,No
3879,0842-IWYCP,Female,19,No,No,No,46,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.95,2168.9,No
3880,3521-HTQTV,Male,54,No,No,No,34,Yes,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.1,980.35,No
3881,3744-ZBHON,Female,64,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.2,65.95,No
3882,3373-DIUUN,Male,58,No,Yes,Yes,30,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,21.25,711.9,No
3883,8383-SGHJU,Female,41,No,No,No,33,Yes,Yes,Yes,Yes,No,No,Yes,No,No,One Year,No,Bank Withdrawal,59.4,1952.8,No
3884,7607-QKKTJ,Male,25,No,Yes,Yes,45,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,95.0,4368.85,No
3885,7707-PYBBH,Male,49,No,No,No,40,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,61.9,2647.1,No
3886,8984-HPEMB,Female,58,No,No,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.65,8477.6,No
3887,4139-DETXS,Female,53,No,Yes,No,72,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64.45,4528.0,No
3888,9779-DPNEJ,Female,59,No,Yes,Yes,22,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,1790.65,No
3889,9805-FILKB,Male,44,No,Yes,No,46,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,845.6,No
3890,5793-YOLJN,Female,53,No,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,21.0,1210.3,No
3891,0673-IGUQO,Male,26,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,20.45,No
3892,4123-FCVCB,Female,23,No,No,No,12,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,75.85,854.45,No
3893,8819-IMISP,Male,43,No,No,No,31,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.45,2429.1,No
3894,8311-UEUAB,Female,24,No,Yes,No,67,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.5,5229.45,No
3895,5858-EAFCZ,Male,45,No,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.45,44.45,No
3896,1163-ONYEY,Male,61,No,Yes,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,74.55,3023.55,No
3897,5656-MJEFC,Male,48,No,Yes,No,42,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,48.15,2032.3,No
3898,6082-OQFBA,Male,62,No,Yes,No,23,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.65,436.9,No
3899,8974-OVACP,Female,40,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.15,20.15,No
3900,4010-YLMVT,Female,25,No,No,No,56,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,106.6,5893.95,No
3901,1379-FRVEB,Male,31,No,No,Yes,15,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.0,1430.05,No
3902,8612-GXIDD,Male,55,No,Yes,Yes,12,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.4,313.0,No
3903,6288-CHQJB,Female,21,No,Yes,No,54,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,69.95,3871.85,No
3904,8160-HOWOX,Female,30,No,No,No,7,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.85,458.1,No
3905,6648-INWPS,Male,30,No,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,341.35,No
3906,4223-BKEOR,Female,55,No,No,No,21,Yes,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Mailed Check,64.85,1336.8,No
3907,1763-WQFUK,Male,45,No,No,No,3,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,50.5,147.75,No
3908,1391-UBDAR,Male,27,No,No,No,11,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,72.9,818.45,No
3909,8894-JVDCV,Female,39,No,No,No,62,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115.05,7133.45,No
3910,2023-VQFDL,Male,42,No,No,No,18,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.0,348.8,No
3911,1345-GKDZZ,Male,20,No,No,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,128.6,No
3912,2014-MKGMH,Female,45,No,No,No,46,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,101.1,4674.4,No
3913,5628-FCGYG,Male,46,No,No,No,21,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,1737.45,No
3914,2560-WBWXF,Male,45,No,No,No,68,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.15,1498.85,No
3915,0248-IPDFW,Female,19,No,No,No,1,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,50.1,50.1,No
3916,7978-DKUQH,Female,26,No,Yes,No,25,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.6,1797.75,No
3917,4335-UPJSI,Female,57,No,No,Yes,24,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,498.1,No
3918,1784-EZDKJ,Male,31,No,Yes,No,51,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,106.8,5498.8,No
3919,9297-FVVDH,Female,33,No,Yes,No,57,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.5,4845.4,No
3920,8007-YYPWD,Female,52,No,No,No,15,Yes,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.05,369.1,No
3921,7101-HRBLJ,Female,25,No,Yes,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,83.7,6096.9,No
3922,6635-CPNUN,Male,25,No,Yes,No,28,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Month-to-Month,No,Credit Card,96.6,2684.35,No
3923,5453-YBTWV,Male,52,No,Yes,Yes,70,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,101.1,6994.8,No
3924,5039-LZRQT,Female,52,No,No,No,13,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.2,273.25,No
3925,6418-PIQSP,Female,49,No,Yes,No,62,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81.0,4985.9,No
3926,8220-OCUFY,Female,30,No,No,No,21,Yes,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,60.25,1258.35,No
3927,3995-WFCSM,Female,28,No,No,No,2,Yes,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.85,111.4,No
3928,1895-QTKDO,Female,38,No,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,43.95,43.95,No
3929,2038-OEQZH,Male,63,No,No,No,4,Yes,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,86.05,308.1,No
3930,1178-PZGAB,Female,45,No,No,No,19,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,383.65,No
3931,2626-VEEWG,Male,48,No,Yes,Yes,67,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1284.2,No
3932,1657-DYMBM,Male,35,No,Yes,No,53,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1110.05,No
3933,7311-MQJCH,Female,54,No,No,No,5,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.55,99.6,No
3934,1136-XGEQU,Female,53,No,Yes,No,50,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,84.15,4164.4,No
3935,2530-FMFXO,Male,38,No,Yes,Yes,56,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.2,5873.75,No
3936,6844-DZKRF,Male,61,No,No,No,2,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,50.2,109.25,No
3937,5970-GHJAW,Male,40,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,862.4,No
3938,8879-XUAHX,Male,42,No,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.25,8564.75,No
3939,3689-MOZGR,Female,30,No,No,No,29,No,No,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,31.2,926.2,No
3940,4195-PNGZS,Male,23,No,Yes,Yes,69,Yes,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.45,1718.2,No
3941,5003-XZWWO,Male,32,No,Yes,No,71,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.2,5956.85,No
3942,6922-NCEDI,Male,38,No,No,No,56,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,21.2,1238.65,No
3943,9891-NQDBD,Female,22,No,Yes,No,28,Yes,Yes,No,No,No,No,No,No,No,One Year,No,Mailed Check,25.55,672.2,No
3944,6131-IUNXN,Female,47,No,Yes,Yes,19,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.2,382.2,No
3945,8548-AWOFC,Male,21,No,Yes,No,66,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,63.85,4264.6,No
3946,9798-DRYDS,Female,52,No,Yes,No,17,Yes,Yes,Yes,No,No,Yes,Yes,No,No,One Year,Yes,Mailed Check,61.95,1070.7,No
3947,8532-UEFWH,Male,61,No,Yes,Yes,52,Yes,Yes,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.75,1345.85,No
3948,6296-DDOOR,Female,19,No,No,No,19,Yes,No,Yes,No,Yes,No,No,Yes,No,One Year,No,Bank Withdrawal,58.2,1045.25,No
3949,7951-VRDVK,Female,26,No,No,No,36,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.85,3003.55,No
3950,4815-YOSUK,Male,22,No,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,104.9,7537.5,No
3951,4365-MSDYN,Male,38,No,Yes,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.55,161.15,No
3952,7036-TYDEC,Female,44,No,No,No,69,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,104.0,7028.5,No
3953,5802-ADBRC,Female,57,No,Yes,No,50,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,104.4,5232.9,No
3954,8076-FEZKJ,Male,58,No,No,No,10,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,225.85,No
3955,5197-YPYBZ,Female,39,No,Yes,Yes,12,Yes,Yes,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,274.7,No
3956,4312-GVYNH,Female,46,No,Yes,No,70,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,49.85,3370.2,No
3957,0839-JTCUD,Female,31,No,Yes,No,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.9,5958.85,No
3958,5494-WOZRZ,Female,40,No,Yes,No,71,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82.0,5999.85,No
3959,2234-EOFPT,Male,48,No,Yes,No,72,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.35,5753.25,No
3960,8619-IJNDK,Female,64,No,Yes,No,71,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,64.05,4492.9,No
3961,8378-LKJAF,Male,34,No,Yes,Yes,38,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,101.15,3956.7,No
3962,1153-GNOLC,Male,62,No,No,No,33,No,No,Yes,No,Yes,No,No,Yes,No,One Year,Yes,Bank Withdrawal,39.1,1309.0,No
3963,3298-QEICA,Female,27,No,Yes,No,23,No,No,Yes,Yes,No,No,Yes,No,No,Two Year,No,Credit Card,34.6,813.45,No
3964,0788-DXBFY,Male,54,No,Yes,No,58,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.55,1108.8,No
3965,3496-LFSZU,Male,40,No,Yes,No,4,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.5,294.2,No
3966,5242-UOWHD,Male,24,No,Yes,Yes,45,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.35,929.2,No
3967,6479-SZPLM,Male,26,No,Yes,Yes,36,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.45,754.5,No
3968,8097-VBQTZ,Male,61,No,No,No,54,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,69.9,3883.3,No
3969,4500-HKANN,Male,33,No,Yes,No,23,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Two Year,No,Credit Card,59.7,1414.2,No
3970,9917-KWRBE,Female,28,No,Yes,No,41,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Credit Card,78.35,3211.2,No
3971,2212-LYASK,Male,25,No,Yes,No,27,No,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,45.85,1246.4,No
3972,1393-IMKZG,Female,50,No,No,No,1,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.85,95.85,No
3973,8069-RHUXK,Female,55,No,Yes,No,67,No,No,Yes,Yes,No,No,Yes,No,No,Two Year,No,Credit Card,35.7,2545.7,No
3974,2908-WGAXL,Female,40,No,Yes,Yes,56,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.95,1468.9,No
3975,3378-AJRAO,Male,44,No,Yes,No,44,Yes,Yes,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.85,1013.6,No
3976,6050-FFXES,Female,51,No,Yes,No,69,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.35,7240.65,No
3977,0362-RAOQO,Female,48,No,No,No,40,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,830.25,No
3978,9554-DFKIC,Male,50,No,Yes,Yes,30,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.45,1588.7,No
3979,5527-ACHSO,Female,38,No,No,No,11,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,70.5,829.3,No
3980,0829-DDVLK,Female,58,No,No,No,15,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,302.45,No
3981,1399-UBQIU,Male,35,No,No,No,11,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,712.25,No
3982,1813-JLKWR,Female,47,No,Yes,No,64,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,1336.65,No
3983,9537-VHDTA,Female,42,No,No,Yes,1,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,51.2,51.2,No
3984,4957-TIALW,Female,26,No,No,No,15,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,One Year,No,Credit Card,65.6,1010.0,No
3985,2054-PJOCK,Female,32,No,No,No,60,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.55,4847.05,No
3986,9150-HEPMB,Male,57,No,No,No,56,Yes,No,Yes,Yes,No,Yes,No,No,No,One Year,No,Credit Card,52.7,3019.7,No
3987,9030-QGZNL,Female,31,No,No,No,8,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.85,161.65,No
3988,3126-WQMGH,Female,19,No,Yes,No,49,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,52.15,2583.75,No
3989,7176-WRTNX,Male,51,No,No,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.95,7711.25,No
3990,9239-GZHZE,Female,25,No,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.65,8124.2,No
3991,7205-BAIAD,Female,42,No,No,No,40,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.6,827.3,No
3992,8064-RAVOH,Male,44,No,No,Yes,1,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.85,49.85,No
3993,0219-QAERP,Male,33,No,Yes,No,30,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,576.65,No
3994,8963-JLGJT,Male,20,No,No,Yes,3,Yes,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Credit Card,55.9,157.55,No
3995,2135-DQWAQ,Female,37,No,No,No,5,Yes,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,85.3,420.45,No
3996,4056-QHXHZ,Female,49,No,Yes,Yes,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,107.45,7576.7,No
3997,7401-JIXNM,Female,27,No,Yes,No,54,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.3,4965.0,No
